Date,Description,Amount
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008184515587,1728.22
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008144515587,1305.88
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008164515587,1257.52
14/03/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008154515587,21205.30
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008154515587,8959.56
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008174515587,2444.77
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008134515587,1521.67
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008174515587,1503.85
13/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008134515587,903.75
13/03/2025,FEE - PRE-PAID TOP UP 301666148 VOD PREPA  0664325188,-0.70
13/03/2025,PRE-PAID PAYMENT TO VOD PREPAID    0664325188,-365.00
12/03/2025,FEE: PAYMENT CONFIRM - EMAIL AMASOTJA,-0.80
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008144515587,14838.62
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008124515587,8765.47
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008164515587,3851.26
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008144515587,3828.63
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008164515587,1871.20
12/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008124515587,1762.15
12/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-150000.00
12/03/2025,IB PAYMENT TO GULEMA INVESTMENTS AMASOTJA,-3240.00
12/03/2025,IB TRANSFER FROM SB1-SB2        07H39,100000.00
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008134515587,15329.46
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008114515587,6888.45
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008134515587,5458.02
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008154515587,4878.65
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008114515587,1534.06
11/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008154515587,1448.22
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008124515587,3659.18
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008104515587,3429.58
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008144515587,2038.43
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008144515587,1606.16
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008124515587,639.89
10/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008104515587,179.99
10/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008104515587,23008.87
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008114515587,7647.35
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008134515587,7424.66
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008114515587,5178.09
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008104515587,4154.48
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008134515587,2010.81
08/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008094515587,218.85
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008094515587,17212.45
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008124515587,13642.13
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008124515587,2264.97
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008094515587,2048.37
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008084515587,1427.75
07/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008084515587,872.58
07/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-150000.00
07/03/2025,IB TRANSFER FROM SB1 - SB2      07H20,100000.00
06/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008084515587,15240.05
06/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008114515587,14449.26
06/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008084515587,5270.70
06/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008114515587,2621.59
06/03/2025,IB PAYMENT TO ALMAN'S DRIED FRU ALMANS DRIED,-1495.57
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008074515587,20519.84
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008104515587,6691.66
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008104515587,4522.01
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008074515587,2730.02
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008074515587,2310.49
05/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008074515587,1922.33
05/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-250000.00
05/03/2025,IB TRANSFER FROM SB1 - SB2      10H24,60000.00
04/03/2025,BUSINESS ELECT BANK CHARGES STNDRDBANK   BOL ORX55 FEB 25,-415.00
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008064515587,20900.79
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008064515587,15991.98
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008064515587,6174.51
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008064515587,3133.23
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008094515587,849.99
04/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008094515587,654.25
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008044515587,14543.44
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008054515587,7224.19
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008054515587,6704.95
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008044515587,4336.59
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008054515587,2104.41
03/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008054515587,1625.31
03/03/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
01/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008034515587,25385.95
01/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008044515587,18980.41
01/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008034515587,14748.59
01/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008084515587,4093.76
01/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008044515587,448.70
01/03/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-19135.16
01/03/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-12271.50
